date,season,team,made_three_point_field_goals,attempted_three_point_field_goals,points,outcome
3/17/18,2017-2018,HOUSTON ROCKETS,15,41,107,WIN
3/17/18,2017-2018,NEW ORLEANS PELICANS,8,24,101,LOSS
3/17/18,2017-2018,CHARLOTTE HORNETS,9,33,101,LOSS
3/17/18,2017-2018,NEW YORK KNICKS,12,26,124,WIN
3/17/18,2017-2018,GOLDEN STATE WARRIORS,13,31,124,WIN
3/17/18,2017-2018,PHOENIX SUNS,11,24,109,LOSS
3/17/18,2017-2018,DETROIT PISTONS,10,25,87,LOSS
3/17/18,2017-2018,PORTLAND TRAIL BLAZERS,8,31,100,WIN
3/17/18,2017-2018,MINNESOTA TIMBERWOLVES,7,12,101,LOSS
3/17/18,2017-2018,SAN ANTONIO SPURS,6,26,117,WIN
3/17/18,2017-2018,SACRAMENTO KINGS,14,21,97,LOSS
3/17/18,2017-2018,UTAH JAZZ,6,24,103,WIN
3/17/18,2017-2018,INDIANA PACERS,12,24,102,LOSS
3/17/18,2017-2018,WASHINGTON WIZARDS,10,20,109,WIN
3/18/18,2017-2018,PORTLAND TRAIL BLAZERS,14,29,122,WIN
3/18/18,2017-2018,LOS ANGELES CLIPPERS,9,23,109,LOSS
3/18/18,2017-2018,HOUSTON ROCKETS,16,35,129,WIN
3/18/18,2017-2018,MINNESOTA TIMBERWOLVES,10,20,120,LOSS
3/18/18,2017-2018,BOSTON CELTICS,9,26,89,LOSS
3/18/18,2017-2018,NEW ORLEANS PELICANS,6,18,108,WIN
3/18/18,2017-2018,OKLAHOMA CITY THUNDER,10,21,132,WIN
3/18/18,2017-2018,TORONTO RAPTORS,15,30,125,LOSS
3/19/18,2017-2018,MEMPHIS GRIZZLIES,10,23,115,LOSS
3/19/18,2017-2018,BROOKLYN NETS,16,40,118,WIN
3/19/18,2017-2018,MILWAUKEE BUCKS,8,31,117,LOSS
3/19/18,2017-2018,CLEVELAND CAVALIERS,15,38,124,WIN
3/19/18,2017-2018,LOS ANGELES LAKERS,8,33,100,LOSS
3/19/18,2017-2018,INDIANA PACERS,6,21,110,WIN
3/19/18,2017-2018,DENVER NUGGETS,18,38,141,LOSS
3/19/18,2017-2018,MIAMI HEAT,20,36,149,WIN
3/19/18,2017-2018,CHICAGO BULLS,3,30,92,LOSS
3/19/18,2017-2018,NEW YORK KNICKS,11,35,110,WIN
3/19/18,2017-2018,CHARLOTTE HORNETS,6,22,94,LOSS
3/19/18,2017-2018,PHILADELPHIA 76ERS,18,44,108,WIN
3/19/18,2017-2018,DETROIT PISTONS,14,29,106,WIN
3/19/18,2017-2018,SACRAMENTO KINGS,6,23,90,LOSS
3/19/18,2017-2018,GOLDEN STATE WARRIORS,3,19,75,LOSS
3/19/18,2017-2018,SAN ANTONIO SPURS,8,23,89,WIN
3/20/18,2017-2018,OKLAHOMA CITY THUNDER,10,27,99,LOSS
3/20/18,2017-2018,BOSTON CELTICS,13,36,100,WIN
3/20/18,2017-2018,LOS ANGELES CLIPPERS,8,24,109,LOSS
3/20/18,2017-2018,MINNESOTA TIMBERWOLVES,10,25,123,WIN
3/20/18,2017-2018,DALLAS MAVERICKS,10,35,105,LOSS
3/20/18,2017-2018,NEW ORLEANS PELICANS,10,25,115,WIN
3/20/18,2017-2018,TORONTO RAPTORS,14,36,93,WIN
3/20/18,2017-2018,ORLANDO MAGIC,9,25,86,LOSS
3/20/18,2017-2018,DETROIT PISTONS,15,36,115,WIN
3/20/18,2017-2018,PHOENIX SUNS,7,34,88,LOSS
3/20/18,2017-2018,HOUSTON ROCKETS,19,36,115,WIN
3/20/18,2017-2018,PORTLAND TRAIL BLAZERS,11,28,111,LOSS
3/20/18,2017-2018,ATLANTA HAWKS,9,33,99,WIN
3/20/18,2017-2018,UTAH JAZZ,6,34,94,LOSS
3/21/18,2017-2018,CHARLOTTE HORNETS,3,16,111,WIN
3/21/18,2017-2018,BROOKLYN NETS,13,37,105,LOSS
3/21/18,2017-2018,DENVER NUGGETS,20,35,135,WIN
3/21/18,2017-2018,CHICAGO BULLS,13,38,102,LOSS
3/21/18,2017-2018,TORONTO RAPTORS,15,34,129,LOSS
3/21/18,2017-2018,CLEVELAND CAVALIERS,15,24,132,WIN
3/21/18,2017-2018,NEW YORK KNICKS,10,31,98,LOSS
3/21/18,2017-2018,MIAMI HEAT,15,34,119,WIN
3/21/18,2017-2018,LOS ANGELES CLIPPERS,15,30,127,WIN
3/21/18,2017-2018,MILWAUKEE BUCKS,8,26,120,LOSS
3/21/18,2017-2018,INDIANA PACERS,7,22,92,LOSS
3/21/18,2017-2018,NEW ORLEANS PELICANS,8,23,96,WIN
3/21/18,2017-2018,MEMPHIS GRIZZLIES,9,27,105,LOSS
3/21/18,2017-2018,PHILADELPHIA 76ERS,11,31,119,WIN
3/21/18,2017-2018,WASHINGTON WIZARDS,8,25,90,LOSS
3/21/18,2017-2018,SAN ANTONIO SPURS,7,23,98,WIN
3/22/18,2017-2018,MEMPHIS GRIZZLIES,4,18,79,LOSS
3/22/18,2017-2018,CHARLOTTE HORNETS,19,40,140,WIN
3/22/18,2017-2018,UTAH JAZZ,12,29,119,WIN
3/22/18,2017-2018,DALLAS MAVERICKS,17,32,112,LOSS
3/22/18,2017-2018,DETROIT PISTONS,6,38,96,LOSS
3/22/18,2017-2018,HOUSTON ROCKETS,12,51,100,WIN
3/22/18,2017-2018,LOS ANGELES LAKERS,17,39,125,LOSS
3/22/18,2017-2018,NEW ORLEANS PELICANS,6,24,128,WIN
3/22/18,2017-2018,PHILADELPHIA 76ERS,15,37,118,WIN
3/22/18,2017-2018,ORLANDO MAGIC,10,33,98,LOSS
3/22/18,2017-2018,ATLANTA HAWKS,12,36,90,LOSS
3/22/18,2017-2018,SACRAMENTO KINGS,10,21,105,WIN
3/23/18,2017-2018,MILWAUKEE BUCKS,15,30,118,WIN
3/23/18,2017-2018,CHICAGO BULLS,12,26,105,LOSS
3/23/18,2017-2018,PHOENIX SUNS,7,28,95,LOSS
3/23/18,2017-2018,CLEVELAND CAVALIERS,8,29,120,WIN
3/23/18,2017-2018,ATLANTA HAWKS,11,32,94,LOSS
3/23/18,2017-2018,GOLDEN STATE WARRIORS,12,30,106,WIN
3/23/18,2017-2018,LOS ANGELES CLIPPERS,10,26,104,LOSS
3/23/18,2017-2018,INDIANA PACERS,11,31,109,WIN
3/23/18,2017-2018,MINNESOTA TIMBERWOLVES,10,26,108,WIN
3/23/18,2017-2018,NEW YORK KNICKS,12,28,104,LOSS
3/23/18,2017-2018,MIAMI HEAT,13,30,99,LOSS
3/23/18,2017-2018,OKLAHOMA CITY THUNDER,8,26,105,WIN
3/23/18,2017-2018,BOSTON CELTICS,11,18,105,WIN
3/23/18,2017-2018,PORTLAND TRAIL BLAZERS,8,33,100,LOSS
3/23/18,2017-2018,UTAH JAZZ,11,28,120,LOSS
3/23/18,2017-2018,SAN ANTONIO SPURS,7,17,124,WIN
3/23/18,2017-2018,BROOKLYN NETS,11,27,112,LOSS
3/23/18,2017-2018,TORONTO RAPTORS,14,28,116,WIN
3/23/18,2017-2018,DENVER NUGGETS,17,34,108,WIN
3/23/18,2017-2018,WASHINGTON WIZARDS,14,28,100,LOSS
3/24/18,2017-2018,CHARLOTTE HORNETS,12,25,102,WIN
3/24/18,2017-2018,DALLAS MAVERICKS,12,41,98,LOSS
3/24/18,2017-2018,CHICAGO BULLS,11,35,95,LOSS
3/24/18,2017-2018,DETROIT PISTONS,16,42,117,WIN
3/24/18,2017-2018,NEW ORLEANS PELICANS,6,21,91,LOSS
3/24/18,2017-2018,HOUSTON ROCKETS,18,47,114,WIN
3/24/18,2017-2018,LOS ANGELES LAKERS,13,38,100,WIN
3/24/18,2017-2018,MEMPHIS GRIZZLIES,5,29,93,LOSS
3/24/18,2017-2018,PHOENIX SUNS,7,29,99,LOSS
3/24/18,2017-2018,ORLANDO MAGIC,11,30,105,WIN
3/24/18,2017-2018,MINNESOTA TIMBERWOLVES,6,23,108,LOSS
3/24/18,2017-2018,PHILADELPHIA 76ERS,13,37,120,WIN
3/25/18,2017-2018,CLEVELAND CAVALIERS,12,28,121,WIN
3/25/18,2017-2018,BROOKLYN NETS,17,37,114,LOSS
3/25/18,2017-2018,UTAH JAZZ,12,28,110,WIN
3/25/18,2017-2018,GOLDEN STATE WARRIORS,6,15,91,LOSS
3/25/18,2017-2018,ATLANTA HAWKS,11,40,99,LOSS
3/25/18,2017-2018,HOUSTON ROCKETS,20,52,118,WIN
3/25/18,2017-2018,MIAMI HEAT,14,35,107,LOSS
3/25/18,2017-2018,INDIANA PACERS,8,23,113,WIN
3/25/18,2017-2018,SAN ANTONIO SPURS,4,17,103,LOSS
3/25/18,2017-2018,MILWAUKEE BUCKS,9,27,106,WIN
3/25/18,2017-2018,PORTLAND TRAIL BLAZERS,9,34,108,WIN
3/25/18,2017-2018,OKLAHOMA CITY THUNDER,8,27,105,LOSS
3/25/18,2017-2018,BOSTON CELTICS,12,22,104,WIN
3/25/18,2017-2018,SACRAMENTO KINGS,7,26,93,LOSS
3/25/18,2017-2018,LOS ANGELES CLIPPERS,8,18,117,WIN
3/25/18,2017-2018,TORONTO RAPTORS,16,36,106,LOSS
3/25/18,2017-2018,NEW YORK KNICKS,6,22,101,WIN
3/25/18,2017-2018,WASHINGTON WIZARDS,6,19,97,LOSS
3/26/18,2017-2018,NEW YORK KNICKS,9,30,128,LOSS
3/26/18,2017-2018,CHARLOTTE HORNETS,11,28,137,WIN
3/26/18,2017-2018,LOS ANGELES LAKERS,6,23,106,LOSS
3/26/18,2017-2018,DETROIT PISTONS,13,33,112,WIN
3/26/18,2017-2018,MEMPHIS GRIZZLIES,15,31,101,WIN
3/26/18,2017-2018,MINNESOTA TIMBERWOLVES,8,24,93,LOSS
3/26/18,2017-2018,DENVER NUGGETS,11,32,104,LOSS
3/26/18,2017-2018,PHILADELPHIA 76ERS,13,29,123,WIN
3/26/18,2017-2018,BOSTON CELTICS,14,29,102,WIN
3/26/18,2017-2018,PHOENIX SUNS,12,35,94,LOSS
3/27/18,2017-2018,INDIANA PACERS,6,21,92,WIN
3/27/18,2017-2018,GOLDEN STATE WARRIORS,5,17,81,LOSS
3/27/18,2017-2018,CHICAGO BULLS,8,37,86,LOSS
3/27/18,2017-2018,HOUSTON ROCKETS,18,57,118,WIN
3/27/18,2017-2018,MILWAUKEE BUCKS,6,23,98,LOSS
3/27/18,2017-2018,LOS ANGELES CLIPPERS,15,28,105,WIN
3/27/18,2017-2018,CLEVELAND CAVALIERS,4,26,79,LOSS
3/27/18,2017-2018,MIAMI HEAT,9,29,98,WIN
3/27/18,2017-2018,PORTLAND TRAIL BLAZERS,10,32,107,WIN
3/27/18,2017-2018,NEW ORLEANS PELICANS,4,24,103,LOSS
3/27/18,2017-2018,DALLAS MAVERICKS,14,40,103,WIN
3/27/18,2017-2018,SACRAMENTO KINGS,6,23,97,LOSS
3/27/18,2017-2018,DENVER NUGGETS,13,30,110,LOSS
3/27/18,2017-2018,TORONTO RAPTORS,13,34,114,WIN
3/27/18,2017-2018,SAN ANTONIO SPURS,10,25,106,LOSS
3/27/18,2017-2018,WASHINGTON WIZARDS,10,24,116,WIN
3/28/18,2017-2018,CLEVELAND CAVALIERS,11,28,118,WIN
3/28/18,2017-2018,CHARLOTTE HORNETS,5,21,105,LOSS
3/28/18,2017-2018,DALLAS MAVERICKS,13,44,93,LOSS
3/28/18,2017-2018,LOS ANGELES LAKERS,9,33,103,WIN
3/28/18,2017-2018,PORTLAND TRAIL BLAZERS,8,30,103,LOSS
3/28/18,2017-2018,MEMPHIS GRIZZLIES,13,25,108,WIN
3/28/18,2017-2018,ATLANTA HAWKS,13,27,114,LOSS
3/28/18,2017-2018,MINNESOTA TIMBERWOLVES,13,30,126,WIN
3/28/18,2017-2018,BROOKLYN NETS,12,34,111,WIN
3/28/18,2017-2018,ORLANDO MAGIC,11,31,104,LOSS
3/28/18,2017-2018,NEW YORK KNICKS,9,31,101,LOSS
3/28/18,2017-2018,PHILADELPHIA 76ERS,9,31,118,WIN
3/28/18,2017-2018,LOS ANGELES CLIPPERS,8,17,111,WIN
3/28/18,2017-2018,PHOENIX SUNS,10,34,99,LOSS
3/28/18,2017-2018,BOSTON CELTICS,12,21,97,WIN
3/28/18,2017-2018,UTAH JAZZ,9,33,94,LOSS
3/29/18,2017-2018,WASHINGTON WIZARDS,6,32,92,LOSS
3/29/18,2017-2018,DETROIT PISTONS,6,21,103,WIN
3/29/18,2017-2018,MILWAUKEE BUCKS,11,20,116,WIN
3/29/18,2017-2018,GOLDEN STATE WARRIORS,10,20,107,LOSS
3/29/18,2017-2018,CHICAGO BULLS,6,26,92,LOSS
3/29/18,2017-2018,MIAMI HEAT,7,27,103,WIN
3/29/18,2017-2018,INDIANA PACERS,8,26,106,WIN
3/29/18,2017-2018,SACRAMENTO KINGS,13,31,103,LOSS
3/29/18,2017-2018,OKLAHOMA CITY THUNDER,11,30,99,LOSS
3/29/18,2017-2018,SAN ANTONIO SPURS,13,31,103,WIN
3/30/18,2017-2018,PHILADELPHIA 76ERS,8,38,101,WIN
3/30/18,2017-2018,ATLANTA HAWKS,9,39,91,LOSS
3/30/18,2017-2018,NEW ORLEANS PELICANS,11,26,102,LOSS
3/30/18,2017-2018,CLEVELAND CAVALIERS,10,24,107,WIN
3/30/18,2017-2018,MINNESOTA TIMBERWOLVES,8,25,93,WIN
3/30/18,2017-2018,DALLAS MAVERICKS,11,28,92,LOSS
3/30/18,2017-2018,PHOENIX SUNS,12,32,103,LOSS
3/30/18,2017-2018,HOUSTON ROCKETS,14,38,104,WIN
3/30/18,2017-2018,MILWAUKEE BUCKS,11,29,124,WIN
3/30/18,2017-2018,LOS ANGELES LAKERS,8,27,122,LOSS
3/30/18,2017-2018,DENVER NUGGETS,10,30,126,WIN
3/30/18,2017-2018,OKLAHOMA CITY THUNDER,20,44,125,LOSS
3/30/18,2017-2018,CHICAGO BULLS,14,41,90,WIN
3/30/18,2017-2018,ORLANDO MAGIC,7,39,82,LOSS
3/30/18,2017-2018,LOS ANGELES CLIPPERS,4,13,96,LOSS
3/30/18,2017-2018,PORTLAND TRAIL BLAZERS,8,30,105,WIN
3/30/18,2017-2018,MEMPHIS GRIZZLIES,9,23,97,LOSS
3/30/18,2017-2018,UTAH JAZZ,12,31,107,WIN
3/31/18,2017-2018,TORONTO RAPTORS,8,35,99,LOSS
3/31/18,2017-2018,BOSTON CELTICS,7,17,110,WIN
3/31/18,2017-2018,BROOKLYN NETS,10,35,110,WIN
3/31/18,2017-2018,MIAMI HEAT,7,17,109,LOSS
3/31/18,2017-2018,DETROIT PISTONS,10,24,115,WIN
3/31/18,2017-2018,NEW YORK KNICKS,13,29,109,LOSS
3/31/18,2017-2018,GOLDEN STATE WARRIORS,9,26,112,WIN
3/31/18,2017-2018,SACRAMENTO KINGS,8,28,96,LOSS
3/31/18,2017-2018,CHARLOTTE HORNETS,6,23,93,LOSS
3/31/18,2017-2018,WASHINGTON WIZARDS,18,39,107,WIN
4/1/18,2017-2018,ORLANDO MAGIC,10,36,88,LOSS
4/1/18,2017-2018,ATLANTA HAWKS,11,36,94,WIN
4/1/18,2017-2018,DETROIT PISTONS,7,19,108,WIN
4/1/18,2017-2018,BROOKLYN NETS,12,43,96,LOSS
4/1/18,2017-2018,WASHINGTON WIZARDS,8,30,94,LOSS
4/1/18,2017-2018,CHICAGO BULLS,18,34,113,WIN
4/1/18,2017-2018,PHILADELPHIA 76ERS,14,32,119,WIN
4/1/18,2017-2018,CHARLOTTE HORNETS,9,30,102,LOSS
4/1/18,2017-2018,DALLAS MAVERICKS,13,37,87,LOSS
4/1/18,2017-2018,CLEVELAND CAVALIERS,11,26,98,WIN
4/1/18,2017-2018,MILWAUKEE BUCKS,12,33,125,LOSS
4/1/18,2017-2018,DENVER NUGGETS,11,36,128,WIN
4/1/18,2017-2018,PHOENIX SUNS,11,31,107,LOSS
4/1/18,2017-2018,GOLDEN STATE WARRIORS,13,28,117,WIN
4/1/18,2017-2018,INDIANA PACERS,11,28,111,WIN
4/1/18,2017-2018,LOS ANGELES CLIPPERS,9,25,104,LOSS
4/1/18,2017-2018,SACRAMENTO KINGS,7,24,84,WIN
4/1/18,2017-2018,LOS ANGELES LAKERS,7,32,83,LOSS
4/1/18,2017-2018,UTAH JAZZ,11,28,121,WIN
4/1/18,2017-2018,MINNESOTA TIMBERWOLVES,8,24,97,LOSS
4/1/18,2017-2018,OKLAHOMA CITY THUNDER,9,31,109,WIN
4/1/18,2017-2018,NEW ORLEANS PELICANS,11,32,104,LOSS
4/1/18,2017-2018,MEMPHIS GRIZZLIES,9,21,98,LOSS
4/1/18,2017-2018,PORTLAND TRAIL BLAZERS,12,38,113,WIN
4/1/18,2017-2018,HOUSTON ROCKETS,7,31,83,LOSS
4/1/18,2017-2018,SAN ANTONIO SPURS,6,17,100,WIN
4/3/18,2017-2018,CHARLOTTE HORNETS,13,34,114,LOSS
4/3/18,2017-2018,CHICAGO BULLS,15,34,120,WIN
4/3/18,2017-2018,TORONTO RAPTORS,11,34,106,LOSS
4/3/18,2017-2018,CLEVELAND CAVALIERS,13,30,112,WIN
4/3/18,2017-2018,PORTLAND TRAIL BLAZERS,10,40,109,LOSS
4/3/18,2017-2018,DALLAS MAVERICKS,17,44,115,WIN
4/3/18,2017-2018,INDIANA PACERS,9,19,104,LOSS
4/3/18,2017-2018,DENVER NUGGETS,10,32,107,WIN
4/3/18,2017-2018,WASHINGTON WIZARDS,12,25,104,LOSS
4/3/18,2017-2018,HOUSTON ROCKETS,16,46,120,WIN
4/3/18,2017-2018,SAN ANTONIO SPURS,8,24,110,LOSS
4/3/18,2017-2018,LOS ANGELES CLIPPERS,5,16,113,WIN
4/3/18,2017-2018,ATLANTA HAWKS,13,33,98,LOSS
4/3/18,2017-2018,MIAMI HEAT,8,33,101,WIN
4/3/18,2017-2018,BOSTON CELTICS,7,23,102,LOSS
4/3/18,2017-2018,MILWAUKEE BUCKS,5,20,106,WIN
4/3/18,2017-2018,ORLANDO MAGIC,11,36,97,WIN
4/3/18,2017-2018,NEW YORK KNICKS,4,27,73,LOSS
4/3/18,2017-2018,GOLDEN STATE WARRIORS,8,29,111,WIN
4/3/18,2017-2018,OKLAHOMA CITY THUNDER,9,38,107,LOSS
4/3/18,2017-2018,BROOKLYN NETS,17,42,95,LOSS
4/3/18,2017-2018,PHILADELPHIA 76ERS,9,21,121,WIN
4/3/18,2017-2018,SACRAMENTO KINGS,11,27,94,LOSS
4/3/18,2017-2018,PHOENIX SUNS,6,17,97,WIN
4/3/18,2017-2018,LOS ANGELES LAKERS,14,28,110,LOSS
4/3/18,2017-2018,UTAH JAZZ,14,33,117,WIN
4/4/18,2017-2018,MIAMI HEAT,17,38,115,WIN
4/4/18,2017-2018,ATLANTA HAWKS,9,30,86,LOSS
4/4/18,2017-2018,PHILADELPHIA 76ERS,13,30,115,WIN
4/4/18,2017-2018,DETROIT PISTONS,16,36,108,LOSS
4/4/18,2017-2018,SAN ANTONIO SPURS,9,23,112,LOSS
4/4/18,2017-2018,LOS ANGELES LAKERS,13,24,122,WIN
4/4/18,2017-2018,MEMPHIS GRIZZLIES,10,32,95,LOSS
4/4/18,2017-2018,NEW ORLEANS PELICANS,16,36,123,WIN
4/4/18,2017-2018,DALLAS MAVERICKS,10,30,100,LOSS
4/4/18,2017-2018,ORLANDO MAGIC,8,29,105,WIN
4/4/18,2017-2018,BOSTON CELTICS,3,22,78,LOSS
4/4/18,2017-2018,TORONTO RAPTORS,10,33,96,WIN
4/5/18,2017-2018,WASHINGTON WIZARDS,9,21,115,LOSS
4/5/18,2017-2018,CLEVELAND CAVALIERS,13,27,119,WIN
4/5/18,2017-2018,MINNESOTA TIMBERWOLVES,6,24,96,LOSS
4/5/18,2017-2018,DENVER NUGGETS,11,36,100,WIN
4/5/18,2017-2018,PORTLAND TRAIL BLAZERS,7,22,94,LOSS
4/5/18,2017-2018,HOUSTON ROCKETS,13,37,96,WIN
4/5/18,2017-2018,GOLDEN STATE WARRIORS,9,29,106,LOSS
4/5/18,2017-2018,INDIANA PACERS,15,29,126,WIN
4/5/18,2017-2018,BROOKLYN NETS,19,39,119,WIN
4/5/18,2017-2018,MILWAUKEE BUCKS,5,20,111,LOSS
4/5/18,2017-2018,LOS ANGELES CLIPPERS,3,17,95,LOSS
4/5/18,2017-2018,UTAH JAZZ,10,27,117,WIN
4/6/18,2017-2018,CHICAGO BULLS,14,30,104,LOSS
4/6/18,2017-2018,BOSTON CELTICS,14,34,111,WIN
4/6/18,2017-2018,DALLAS MAVERICKS,13,39,106,LOSS
4/6/18,2017-2018,DETROIT PISTONS,12,30,113,WIN
4/6/18,2017-2018,MINNESOTA TIMBERWOLVES,8,26,113,WIN
4/6/18,2017-2018,LOS ANGELES LAKERS,8,24,96,LOSS
4/6/18,2017-2018,SACRAMENTO KINGS,6,24,94,WIN
4/6/18,2017-2018,MEMPHIS GRIZZLIES,6,24,93,LOSS
4/6/18,2017-2018,MIAMI HEAT,7,27,98,LOSS
4/6/18,2017-2018,NEW YORK KNICKS,18,37,122,WIN
4/6/18,2017-2018,CHARLOTTE HORNETS,17,31,137,WIN
4/6/18,2017-2018,ORLANDO MAGIC,9,23,100,LOSS
4/6/18,2017-2018,CLEVELAND CAVALIERS,16,34,130,LOSS
4/6/18,2017-2018,PHILADELPHIA 76ERS,14,39,132,WIN
4/6/18,2017-2018,NEW ORLEANS PELICANS,16,38,122,WIN
4/6/18,2017-2018,PHOENIX SUNS,9,33,103,LOSS
4/6/18,2017-2018,INDIANA PACERS,7,21,73,LOSS
4/6/18,2017-2018,TORONTO RAPTORS,9,30,92,WIN
4/6/18,2017-2018,ATLANTA HAWKS,11,33,103,WIN
4/6/18,2017-2018,WASHINGTON WIZARDS,9,25,97,LOSS
4/7/18,2017-2018,BROOKLYN NETS,24,55,124,WIN
4/7/18,2017-2018,CHICAGO BULLS,6,29,96,LOSS
4/7/18,2017-2018,NEW ORLEANS PELICANS,11,27,126,WIN
4/7/18,2017-2018,GOLDEN STATE WARRIORS,15,33,120,LOSS
4/7/18,2017-2018,OKLAHOMA CITY THUNDER,10,33,108,WIN
4/7/18,2017-2018,HOUSTON ROCKETS,14,37,102,LOSS
4/7/18,2017-2018,DENVER NUGGETS,12,29,134,WIN
4/7/18,2017-2018,LOS ANGELES CLIPPERS,6,17,115,LOSS
4/7/18,2017-2018,MILWAUKEE BUCKS,10,25,115,WIN
4/7/18,2017-2018,NEW YORK KNICKS,9,21,102,LOSS
4/7/18,2017-2018,PORTLAND TRAIL BLAZERS,11,28,105,LOSS
4/7/18,2017-2018,SAN ANTONIO SPURS,7,21,116,WIN
4/8/18,2017-2018,ATLANTA HAWKS,15,35,112,WIN
4/8/18,2017-2018,BOSTON CELTICS,9,23,106,LOSS
4/8/18,2017-2018,INDIANA PACERS,9,25,123,WIN
4/8/18,2017-2018,CHARLOTTE HORNETS,11,30,117,LOSS
4/8/18,2017-2018,UTAH JAZZ,13,36,112,WIN
4/8/18,2017-2018,LOS ANGELES LAKERS,5,25,97,LOSS
4/8/18,2017-2018,DETROIT PISTONS,23,47,117,LOSS
4/8/18,2017-2018,MEMPHIS GRIZZLIES,16,33,130,WIN
4/8/18,2017-2018,DALLAS MAVERICKS,11,40,97,LOSS
4/8/18,2017-2018,PHILADELPHIA 76ERS,8,27,109,WIN
4/8/18,2017-2018,GOLDEN STATE WARRIORS,13,32,117,WIN
4/8/18,2017-2018,PHOENIX SUNS,10,35,100,LOSS
4/8/18,2017-2018,ORLANDO MAGIC,7,23,101,LOSS
4/8/18,2017-2018,TORONTO RAPTORS,17,40,112,WIN
4/9/18,2017-2018,CHICAGO BULLS,12,28,105,LOSS
4/9/18,2017-2018,BROOKLYN NETS,18,42,114,WIN
4/9/18,2017-2018,PORTLAND TRAIL BLAZERS,7,33,82,LOSS
4/9/18,2017-2018,DENVER NUGGETS,6,26,88,WIN
4/9/18,2017-2018,TORONTO RAPTORS,12,39,108,WIN
4/9/18,2017-2018,DETROIT PISTONS,9,30,98,LOSS
4/9/18,2017-2018,NEW ORLEANS PELICANS,11,30,113,WIN
4/9/18,2017-2018,LOS ANGELES CLIPPERS,2,17,100,LOSS
4/9/18,2017-2018,OKLAHOMA CITY THUNDER,14,35,115,WIN
4/9/18,2017-2018,MIAMI HEAT,5,22,93,LOSS
4/9/18,2017-2018,ORLANDO MAGIC,5,24,86,LOSS
4/9/18,2017-2018,MILWAUKEE BUCKS,9,26,102,WIN
4/9/18,2017-2018,MEMPHIS GRIZZLIES,5,18,94,LOSS
4/9/18,2017-2018,MINNESOTA TIMBERWOLVES,7,22,113,WIN
4/9/18,2017-2018,CLEVELAND CAVALIERS,19,45,123,WIN
4/9/18,2017-2018,NEW YORK KNICKS,11,30,109,LOSS
4/9/18,2017-2018,SACRAMENTO KINGS,8,18,85,LOSS
4/9/18,2017-2018,SAN ANTONIO SPURS,6,27,98,WIN
4/10/18,2017-2018,PHILADELPHIA 76ERS,17,37,121,WIN
4/10/18,2017-2018,ATLANTA HAWKS,13,37,113,LOSS
4/10/18,2017-2018,PHOENIX SUNS,13,26,124,WIN
4/10/18,2017-2018,DALLAS MAVERICKS,8,33,97,LOSS
4/10/18,2017-2018,CHARLOTTE HORNETS,18,42,119,WIN
4/10/18,2017-2018,INDIANA PACERS,8,31,93,LOSS
4/10/18,2017-2018,HOUSTON ROCKETS,16,47,105,WIN
4/10/18,2017-2018,LOS ANGELES LAKERS,10,36,99,LOSS
4/10/18,2017-2018,GOLDEN STATE WARRIORS,5,19,79,LOSS
4/10/18,2017-2018,UTAH JAZZ,13,35,119,WIN
4/10/18,2017-2018,BOSTON CELTICS,13,33,101,LOSS
4/10/18,2017-2018,WASHINGTON WIZARDS,15,30,113,WIN
4/11/18,2017-2018,BROOKLYN NETS,11,40,97,LOSS
4/11/18,2017-2018,BOSTON CELTICS,6,24,110,WIN
4/11/18,2017-2018,DETROIT PISTONS,15,35,119,WIN
4/11/18,2017-2018,CHICAGO BULLS,11,34,87,LOSS
4/11/18,2017-2018,NEW YORK KNICKS,12,27,110,WIN
4/11/18,2017-2018,CLEVELAND CAVALIERS,6,24,98,LOSS
4/11/18,2017-2018,LOS ANGELES LAKERS,17,39,115,WIN
4/11/18,2017-2018,LOS ANGELES CLIPPERS,6,18,100,LOSS
4/11/18,2017-2018,TORONTO RAPTORS,9,30,109,LOSS
4/11/18,2017-2018,MIAMI HEAT,11,26,116,WIN
4/11/18,2017-2018,DENVER NUGGETS,13,32,106,LOSS
4/11/18,2017-2018,MINNESOTA TIMBERWOLVES,9,23,112,WIN
4/11/18,2017-2018,SAN ANTONIO SPURS,8,24,98,LOSS
4/11/18,2017-2018,NEW ORLEANS PELICANS,5,19,122,WIN
4/11/18,2017-2018,MEMPHIS GRIZZLIES,13,31,123,LOSS
4/11/18,2017-2018,OKLAHOMA CITY THUNDER,20,43,137,WIN
4/11/18,2017-2018,WASHINGTON WIZARDS,10,34,92,LOSS
4/11/18,2017-2018,ORLANDO MAGIC,13,32,101,WIN
4/11/18,2017-2018,MILWAUKEE BUCKS,7,25,95,LOSS
4/11/18,2017-2018,PHILADELPHIA 76ERS,15,36,130,WIN
4/11/18,2017-2018,UTAH JAZZ,8,23,93,LOSS
4/11/18,2017-2018,PORTLAND TRAIL BLAZERS,9,24,102,WIN
4/11/18,2017-2018,HOUSTON ROCKETS,13,46,83,LOSS
4/11/18,2017-2018,SACRAMENTO KINGS,7,26,96,WIN
4/14/18,2017-2018,SAN ANTONIO SPURS,9,22,92,LOSS
4/14/18,2017-2018,GOLDEN STATE WARRIORS,10,22,113,WIN
4/14/18,2017-2018,MIAMI HEAT,12,26,103,LOSS
